ID,component,defect
42ae7c20-68a1-4fa0-ac6d-decc84c5ea31,component,Channel Bracket-Bolt
478f454e-b22c-4320-93f8-35dacb65ca3c,defect,Loose
478f454e-b22c-4320-93f8-35dacb65ca3c,component,Channel Bracket-Bolt
30d38be0-94cf-45f7-9383-e80380a6aaa4,defect,Loose
30d38be0-94cf-45f7-9383-e80380a6aaa4,component,Channel Bracket-Bolt
103087d2-5326-4152-8876-266cf43ed92e,defect,Loose
103087d2-5326-4152-8876-266cf43ed92e,component,Channel Bracket-Bolt
41fc94b4-0689-4dc7-b260-63c96650d9e8,defect,Loose
41fc94b4-0689-4dc7-b260-63c96650d9e8,component,Channel Bracket-Bolt
07636456-22de-4097-9332-157374290e78,defect,Loose
07636456-22de-4097-9332-157374290e78,component,Channel Bracket-Bolt
4e29e096-c8eb-4815-89a0-a17a81bdcf5a,defect,Loose
4e29e096-c8eb-4815-89a0-a17a81bdcf5a,component,Channel Bracket-Bolt
ff8382e4-d7a1-40a0-9a0c-ea378f74bbaa,defect,Loose
ff8382e4-d7a1-40a0-9a0c-ea378f74bbaa,component,Channel Bracket-Bolt
94311554-e09c-4b69-b399-6b59a6ae41cc,defect,Loose
c851c0bf-3dca-449d-973c-47b2b7e053c6,defect,Loose
c851c0bf-3dca-449d-973c-47b2b7e053c6,component,Channel Bracket-Bolt
c41ea39f-3fd1-4e2b-a717-f1cf744b3ab8,defect,Loose
c41ea39f-3fd1-4e2b-a717-f1cf744b3ab8,component,Channel Bracket-Bolt
18f6854b-d520-44f2-9ca2-9f9be3c80c90,defect,Loose
18f6854b-d520-44f2-9ca2-9f9be3c80c90,component,Channel Bracket-Bolt
92ecabfe-4199-42b2-a6e9-46ae56bb206f,defect,Loose
92ecabfe-4199-42b2-a6e9-46ae56bb206f,component,Channel Bracket-Bolt
e928c43b-a10d-4ccf-90fc-063cfdf12163,defect,Loose
e928c43b-a10d-4ccf-90fc-063cfdf12163,component,Channel Bracket-Bolt
ebe96420-4023-4f8c-a947-003aeb13bc1c,defect,Loose
ebe96420-4023-4f8c-a947-003aeb13bc1c,component,Channel Bracket-Bolt
bf6268be-33c1-4c77-9b4f-4797a57e01df,defect,Loose
bf6268be-33c1-4c77-9b4f-4797a57e01df,component,Channel Bracket-Bolt
84301d77-9a6c-4568-94b6-3d0846b6cfee,defect,Loose
84301d77-9a6c-4568-94b6-3d0846b6cfee,component,Channel Bracket-Bolt
e8a6501f-8725-4109-a02c-eaf0fec5fdff,defect,Loose
e8a6501f-8725-4109-a02c-eaf0fec5fdff,component,Channel Bracket-Bolt
ea05410b-ae70-4a0b-8e8c-9c3ecf520241,defect,Loose
ea05410b-ae70-4a0b-8e8c-9c3ecf520241,component,Channel Bracket-Bolt
37f61845-17b3-4cb0-a359-fdb7a8c89b5b,defect,Loose
37f61845-17b3-4cb0-a359-fdb7a8c89b5b,component,Channel Bracket-Bolt
498cbb38-c86c-4c7d-99c9-f7a68dd6c99c,defect,Missing
498cbb38-c86c-4c7d-99c9-f7a68dd6c99c,component,Channel Bracket-Bolt
a5d8cf3b-c42a-442b-a6cc-8c555944b793,defect,Missing
a5d8cf3b-c42a-442b-a6cc-8c555944b793,component,Channel Bracket-Bolt
762e32fb-db78-4573-8d8f-d1a07ae1723b,defect,Missing
762e32fb-db78-4573-8d8f-d1a07ae1723b,component,Channel Bracket-Bolt
a2ce154c-a40b-4014-aea7-95c7c66ffe28,defect,Missing
a2ce154c-a40b-4014-aea7-95c7c66ffe28,component,Channel Bracket-Bolt
7def633e-56a7-431e-97f0-317202dd404b,defect,Missing
7def633e-56a7-431e-97f0-317202dd404b,component,Channel Bracket-Bolt
fb67957f-deb0-454a-a6c9-6d5752bde9d0,defect,Missing
fb67957f-deb0-454a-a6c9-6d5752bde9d0,component,Channel Bracket-Bolt
8679ef88-6edb-4f15-bd16-dc85da3b5f5d,defect,Missing
8679ef88-6edb-4f15-bd16-dc85da3b5f5d,component,Channel Bracket-Bolt
e096f6fb-7722-42b9-a574-e6f0c3fc1784,defect,Missing
e096f6fb-7722-42b9-a574-e6f0c3fc1784,component,Channel Bracket-Bolt
ea3a4c4d-8568-4e83-bacf-9330f340c913,defect,Missing
ea3a4c4d-8568-4e83-bacf-9330f340c913,component,Channel Bracket-Bolt
17dda8f4-1ff3-4b40-a6e2-59cd00e3ed72,defect,Missing
17dda8f4-1ff3-4b40-a6e2-59cd00e3ed72,component,Channel Bracket-Bolt
64f15765-eb90-4d3e-bc86-a8d7866ccaa2,defect,Missing
64f15765-eb90-4d3e-bc86-a8d7866ccaa2,component,Channel Bracket-Bolt
30f4d209-9e6f-44a5-83e8-86967d2c3b9b,defect,Missing
30f4d209-9e6f-44a5-83e8-86967d2c3b9b,component,Channel Bracket-Bolt
ab192c14-b254-4faa-9fc9-c78a24452dd8,defect,Missing
ab192c14-b254-4faa-9fc9-c78a24452dd8,component,Channel Bracket-Bolt
25246e13-144a-4a49-8b6d-8bcf0864bd3f,defect,Missing
25246e13-144a-4a49-8b6d-8bcf0864bd3f,component,Channel Bracket-Bolt
3bd32e81-8ddc-40c0-a3f7-ef1edaaedc66,defect,Missing
3bd32e81-8ddc-40c0-a3f7-ef1edaaedc66,component,Channel Bracket-Bolt
38b8d32f-2e14-4540-bced-361ee97e5f2c,defect,Missing
38b8d32f-2e14-4540-bced-361ee97e5f2c,component,Channel Bracket-Bolt
cef02811-87fc-4608-a436-d368d3c94d8b,defect,Missing
cef02811-87fc-4608-a436-d368d3c94d8b,component,Channel Bracket-Bolt
d9ddc125-ac1e-4312-828f-c0dc0252e403,defect,Missing
d9ddc125-ac1e-4312-828f-c0dc0252e403,component,Channel Bracket-Bolt
7e260434-6db1-4bbc-a77e-bd7edcb62605,defect,Missing
7e260434-6db1-4bbc-a77e-bd7edcb62605,component,Channel Bracket-Bolt
be10bd77-e276-43b4-afad-3d361d2f8b75,defect,Missing
be10bd77-e276-43b4-afad-3d361d2f8b75,component,Channel Bracket-Bolt
a707791e-8130-423e-b49a-716e850d2992,defect,Missing
a707791e-8130-423e-b49a-716e850d2992,component,Channel Bracket-Bolt
e9cf9620-2059-4ef3-b0ab-50c9d0853fa0,defect,Missing
e9cf9620-2059-4ef3-b0ab-50c9d0853fa0,component,Channel Bracket-Bolt
d6be7f7c-fce6-4657-8f0e-97992bf197a4,defect,Missing
d6be7f7c-fce6-4657-8f0e-97992bf197a4,component,Channel Bracket-Bolt
b6417a66-9618-4d3d-a3eb-ae3bb5eab02b,defect,Missing
b6417a66-9618-4d3d-a3eb-ae3bb5eab02b,component,Channel Bracket-Bolt
eb4ebb15-547d-470e-a6f0-477deda17495,defect,Missing
eb4ebb15-547d-470e-a6f0-477deda17495,component,Channel Bracket-Bolt
0133f008-c71f-4717-8c05-9b534e3230ff,defect,Missing
0133f008-c71f-4717-8c05-9b534e3230ff,component,Channel Bracket-Bolt
b290646a-32fb-41db-a49f-b0b04968e26a,defect,Missing
b290646a-32fb-41db-a49f-b0b04968e26a,component,Channel Bracket-Bolt
6293fa50-a11e-480f-a81a-3cf959288845,defect,Missing
6293fa50-a11e-480f-a81a-3cf959288845,component,Channel Bracket-Bolt
0f4628dc-c756-4820-b2df-3ef606901bac,defect,Missing
0f4628dc-c756-4820-b2df-3ef606901bac,component,Channel Bracket-Bolt
3fc622ec-0438-4456-a170-c43c31abaf76,defect,Missing
3fc622ec-0438-4456-a170-c43c31abaf76,component,Channel Bracket-Bolt
b2b1e9e0-385a-4ad7-a65a-1c7139896e84,defect,Missing
b2b1e9e0-385a-4ad7-a65a-1c7139896e84,component,Channel Bracket-Bolt
6ee4113d-03cb-4892-b841-b1b5aba8d781,defect,Missing
6ee4113d-03cb-4892-b841-b1b5aba8d781,component,Channel Bracket-Bolt
dbb415bb-7be8-464a-ae9a-beae945498bd,defect,Missing
dbb415bb-7be8-464a-ae9a-beae945498bd,component,Channel Bracket-Bolt
d8707eed-2adc-4f8b-bee9-8dc7542c648b,defect,Missing
d8707eed-2adc-4f8b-bee9-8dc7542c648b,component,Channel Bracket-Bolt
44a188c4-c34e-4219-9031-ff5fe8fa5c28,defect,Missing
44a188c4-c34e-4219-9031-ff5fe8fa5c28,component,Channel Bracket-Bolt
7c85fb44-2252-47dd-bc5d-dc7f7e566008,defect,Missing
7c85fb44-2252-47dd-bc5d-dc7f7e566008,component,Channel Bracket-Bolt
33f82413-3b41-48de-9e6a-d18132692188,defect,Missing
330c65c2-79d1-479f-a87b-786517480fea,defect,Missing
330c65c2-79d1-479f-a87b-786517480fea,component,Channel Bracket-Bolt
b5cfdf3b-7cdd-4a03-9186-59ad5585e016,defect,Missing
b5cfdf3b-7cdd-4a03-9186-59ad5585e016,component,Channel Bracket-Bolt
fa7465e0-a933-4b23-babe-f0bd15629377,defect,Missing
fa7465e0-a933-4b23-babe-f0bd15629377,component,Channel Bracket-Bolt
3faa703e-5962-40dd-afbd-a98f8f3ea23c,defect,Missing
3faa703e-5962-40dd-afbd-a98f8f3ea23c,component,Channel Bracket-Bolt
308abadc-1379-4f23-8b1b-d1b377c0e739,defect,Missing
308abadc-1379-4f23-8b1b-d1b377c0e739,component,Channel Bracket-Bolt
dfa5571a-aefe-4fe0-bd3b-0493fe6184b4,defect,Missing
dfa5571a-aefe-4fe0-bd3b-0493fe6184b4,component,Channel Bracket-Bolt
f4afc9fe-82d3-4be6-91b8-a5d92949a34e,defect,Missing
f4afc9fe-82d3-4be6-91b8-a5d92949a34e,component,Channel Bracket-Bolt
25572b66-44ae-448c-9352-bfbb07a26fe9,defect,Missing
25572b66-44ae-448c-9352-bfbb07a26fe9,component,Channel Bracket-Bolt
16bc0f55-f8da-4f17-9ba6-4e58295db8b9,defect,Missing
16bc0f55-f8da-4f17-9ba6-4e58295db8b9,component,Channel Bracket-Bolt
21914ec9-2723-4bae-8aa9-7a0b8b0d573b,defect,Missing
21914ec9-2723-4bae-8aa9-7a0b8b0d573b,component,Channel Bracket-Bolt
01fcde2c-d95d-4e8f-b178-8c73a3612bcb,defect,Missing
01fcde2c-d95d-4e8f-b178-8c73a3612bcb,component,Channel Bracket-Bolt
5e35a737-ae2d-401b-8b5e-1bfe22d5fe52,defect,Missing
5e35a737-ae2d-401b-8b5e-1bfe22d5fe52,component,Channel Bracket-Bolt
e928c43b-a10d-4ccf-90fc-063cfdf12163,defect,Missing
ebe96420-4023-4f8c-a947-003aeb13bc1c,defect,Missing
538018ee-16c0-4b90-af69-28df727d3cb8,defect,Missing
538018ee-16c0-4b90-af69-28df727d3cb8,component,Channel Bracket-Bolt
94baee6d-104e-4d9e-9fc5-0de7dbabf30b,defect,Missing
94baee6d-104e-4d9e-9fc5-0de7dbabf30b,component,Channel Bracket-Bolt
4670f672-a78b-4f87-a363-99c9199daf73,defect,Missing
4670f672-a78b-4f87-a363-99c9199daf73,component,Channel Bracket-Bolt
7c908367-810c-461d-8452-7d3474259dbd,defect,Missing
7c908367-810c-461d-8452-7d3474259dbd,component,Channel Bracket-Bolt
6bca8f70-1642-4da1-94d3-3f878de52b64,defect,Missing
6bca8f70-1642-4da1-94d3-3f878de52b64,component,Channel Bracket-Bolt
c00f0636-d1bf-47ac-9e51-13d0ce897db4,defect,Missing
c00f0636-d1bf-47ac-9e51-13d0ce897db4,component,Channel Bracket-Bolt
ee3bd0ed-0540-4883-b6cb-660041d94e84,defect,Missing
ee3bd0ed-0540-4883-b6cb-660041d94e84,component,Channel Bracket-Bolt
e9160bca-e8c4-4002-9f7b-5c1b8fccf454,defect,Missing
e9160bca-e8c4-4002-9f7b-5c1b8fccf454,component,Channel Bracket-Bolt
2c43690f-d5c5-41dc-968e-a8069743e8d2,defect,Missing
2c43690f-d5c5-41dc-968e-a8069743e8d2,component,Channel Bracket-Bolt
fba05dc3-641f-4ea2-af85-3625137a3107,defect,Missing
fba05dc3-641f-4ea2-af85-3625137a3107,component,Channel Bracket-Bolt
6675b242-73ef-482d-9770-2ed1c4ff6f45,defect,Missing
6675b242-73ef-482d-9770-2ed1c4ff6f45,component,Channel Bracket-Bolt
07ef5408-fed4-481d-8378-083e3d230d6c,defect,Missing
07ef5408-fed4-481d-8378-083e3d230d6c,component,Channel Bracket-Bolt
8ba0c055-3f91-4e24-aea6-16e9df08d301,defect,Missing
8ba0c055-3f91-4e24-aea6-16e9df08d301,component,Channel Bracket-Bolt
78d6672d-facb-4877-baf3-f2d718eeefde,defect,Missing
78d6672d-facb-4877-baf3-f2d718eeefde,component,Channel Bracket-Bolt
c9d96dbb-b3db-43e9-a146-bd8c971851c8,defect,Missing
c9d96dbb-b3db-43e9-a146-bd8c971851c8,component,Channel Bracket-Bolt
08b89a3d-3674-46b4-9e8f-8aab9abfab66,defect,Missing
08b89a3d-3674-46b4-9e8f-8aab9abfab66,component,Channel Bracket-Bolt
01503858-34eb-494a-bf64-b6208c373a36,defect,Missing
01503858-34eb-494a-bf64-b6208c373a36,component,Channel Bracket-Bolt
54c1cdf5-1f7f-4fdc-ba5b-c49a00ad9d67,defect,Missing
54c1cdf5-1f7f-4fdc-ba5b-c49a00ad9d67,component,Channel Bracket-Bolt
7d5fa0cc-27b8-4b6a-b5ac-81972e085f1a,defect,Missing
cd3b47ff-973a-4ed1-9d9a-6e4cae713139,defect,Missing
cd3b47ff-973a-4ed1-9d9a-6e4cae713139,component,Channel Bracket-Bolt
ff8382e4-d7a1-40a0-9a0c-ea378f74bbaa,defect,Missing
cd54aeef-07dd-4cb8-8f4e-a95c4ccb4ef0,defect,Missing
cd54aeef-07dd-4cb8-8f4e-a95c4ccb4ef0,component,Channel Bracket-Bolt
9aba1133-461e-4fdd-9fd8-a9624911dd18,defect,Missing
9aba1133-461e-4fdd-9fd8-a9624911dd18,component,Channel Bracket-Bolt
0ae40846-f228-4c21-a429-96ea4dfb7816,defect,Missing
0ae40846-f228-4c21-a429-96ea4dfb7816,component,Channel Bracket-Bolt
4d470387-57b6-487e-87ce-2459b9f8c2c1,defect,Missing
4d470387-57b6-487e-87ce-2459b9f8c2c1,component,Channel Bracket-Bolt
56bb517f-5714-4e34-a7e5-9cd72cb20e4b,defect,Missing
56bb517f-5714-4e34-a7e5-9cd72cb20e4b,component,Channel Bracket-Bolt
e28821b2-90f7-4417-b884-a1b09462d85f,defect,Missing
e28821b2-90f7-4417-b884-a1b09462d85f,component,Channel Bracket-Bolt
3cd6aeb1-bccb-4631-ae0a-b9afec211fc4,defect,Missing
3cd6aeb1-bccb-4631-ae0a-b9afec211fc4,component,Channel Bracket-Bolt
09b4dabe-0ca9-4f24-aa2e-3bd5f1a2e697,defect,Missing
09b4dabe-0ca9-4f24-aa2e-3bd5f1a2e697,component,Channel Bracket-Bolt
51ddb580-d73d-4656-9add-5d590c8ce026,defect,Missing
51ddb580-d73d-4656-9add-5d590c8ce026,component,Channel Bracket-Bolt
4b036b6a-ad8b-425c-8dea-a2bdf5fbdbfb,defect,Missing
4b036b6a-ad8b-425c-8dea-a2bdf5fbdbfb,component,Channel Bracket-Bolt
da590e1a-b6fc-48d7-82d9-d6ca09b9638d,defect,Missing
da590e1a-b6fc-48d7-82d9-d6ca09b9638d,component,Channel Bracket-Bolt
c1d396c2-ca5a-4c5f-bc3d-8e386f52cc82,defect,Missing
c1d396c2-ca5a-4c5f-bc3d-8e386f52cc82,component,Channel Bracket-Bolt
390b9616-931e-4ad3-bf55-3c699cd68ff7,defect,Missing
390b9616-931e-4ad3-bf55-3c699cd68ff7,component,Channel Bracket-Bolt
2ec1ba13-e957-470b-b3fc-31c8ed67d4fa,defect,Missing
2ec1ba13-e957-470b-b3fc-31c8ed67d4fa,component,Channel Bracket-Bolt
0d06b3e0-12f1-4f0e-9799-a2d75f872f18,defect,Missing
0d06b3e0-12f1-4f0e-9799-a2d75f872f18,component,Channel Bracket-Bolt
d904c7e8-df78-47f1-8c21-6a2962c5991d,defect,Missing
d904c7e8-df78-47f1-8c21-6a2962c5991d,component,Channel Bracket-Bolt
2b3ae91d-599b-40b4-9b61-46c710092a93,defect,Missing
2b3ae91d-599b-40b4-9b61-46c710092a93,component,Channel Bracket-Bolt
f9857c9d-a198-4b42-a9e2-c4456a13b939,defect,Missing
f9857c9d-a198-4b42-a9e2-c4456a13b939,component,Channel Bracket-Bolt
c5c5c46c-e585-4edf-a2b5-482a7eaeb322,defect,Missing
c5c5c46c-e585-4edf-a2b5-482a7eaeb322,component,Channel Bracket-Bolt
60f574a1-1532-40ab-98d3-3a481902293e,defect,Missing
60f574a1-1532-40ab-98d3-3a481902293e,component,Channel Bracket-Bolt
e01eead3-e47f-41ad-9f06-3e98c95c614b,defect,Missing
f0cc8b81-d89a-42d4-bee1-3d46aeaefdd8,defect,Missing
f0cc8b81-d89a-42d4-bee1-3d46aeaefdd8,component,Channel Bracket-Bolt
8220d5c7-a3f3-4859-b1f4-b970253283be,defect,Missing
8220d5c7-a3f3-4859-b1f4-b970253283be,component,Channel Bracket-Bolt
c65aa594-4b66-48de-9beb-b032a2e72e45,defect,Missing
c65aa594-4b66-48de-9beb-b032a2e72e45,component,Channel Bracket-Bolt
bb4b51ab-6376-4817-bdbf-24d9de016c56,defect,Missing
bb4b51ab-6376-4817-bdbf-24d9de016c56,component,Channel Bracket-Bolt
1f8a2fe6-d39b-4a14-a4f6-9c516c077517,defect,Missing
1f8a2fe6-d39b-4a14-a4f6-9c516c077517,component,Channel Bracket-Bolt
5dfb6bcf-e9e4-420e-a0fc-1a2835dcb5b7,defect,Missing
f2ce0f92-621d-462c-bffa-964cf29104dd,defect,Missing
f2ce0f92-621d-462c-bffa-964cf29104dd,component,Channel Bracket-Bolt
257fd7cc-a7bd-4107-b777-34e83de675d8,defect,Missing
257fd7cc-a7bd-4107-b777-34e83de675d8,component,Channel Bracket-Bolt
0863e833-afe0-4f72-bc28-40ba81ee597e,defect,Missing
6ce506eb-d1bd-466f-adf0-ba47322aa89a,defect,Missing
6ce506eb-d1bd-466f-adf0-ba47322aa89a,component,Channel Bracket-Bolt
fbb6f71b-f1ab-403b-8f9b-b5535db1b5ec,defect,Missing
fbb6f71b-f1ab-403b-8f9b-b5535db1b5ec,component,Channel Bracket-Bolt
c900594f-fe45-4fc2-9c23-1845f77712f9,defect,Missing
c900594f-fe45-4fc2-9c23-1845f77712f9,component,Channel Bracket-Bolt
4824c29f-8953-4f99-be9e-3a69bfe88c9c,defect,Missing
4824c29f-8953-4f99-be9e-3a69bfe88c9c,component,Channel Bracket-Bolt
5226ca41-51a0-4ea6-9e82-1c3f5c31d60b,defect,Missing
2be00642-d054-4f68-bce1-1e8d40f2490f,defect,Missing
2be00642-d054-4f68-bce1-1e8d40f2490f,component,Channel Bracket-Bolt
b5cfdf3b-7cdd-4a03-9186-59ad5585e016,defect,Coating Failure
b5cfdf3b-7cdd-4a03-9186-59ad5585e016,component,Channel Bracket
e9f27f3c-cdf3-4588-a36a-eba8924ba384,defect,Coating Failure
e9f27f3c-cdf3-4588-a36a-eba8924ba384,component,Channel Bracket
e3d3016a-d725-4069-b397-7a1e9986c18c,defect,Coating Failure
e3d3016a-d725-4069-b397-7a1e9986c18c,component,Channel Bracket
a9760156-a3ac-475a-bcb4-2f69cff9c234,defect,Coating Failure
a9760156-a3ac-475a-bcb4-2f69cff9c234,component,Channel Bracket
869fc4e1-97a5-4577-8642-2d3da86c3eeb,defect,Coating Failure
869fc4e1-97a5-4577-8642-2d3da86c3eeb,component,Channel Bracket
927aec69-cff1-4479-a4aa-24d9e68929fc,defect,Coating Failure
927aec69-cff1-4479-a4aa-24d9e68929fc,component,Channel Bracket
d33c8e56-0bf6-457e-87cf-9529dfde94c3,defect,Coating Failure
d33c8e56-0bf6-457e-87cf-9529dfde94c3,component,Channel Bracket
c5c48ac4-22ef-44bc-bd47-0cdb4aecb652,defect,Coating Failure
c5c48ac4-22ef-44bc-bd47-0cdb4aecb652,component,Channel Bracket
d707d2e4-16c2-42e0-b5f3-daba78b165d9,defect,Coating Failure
d707d2e4-16c2-42e0-b5f3-daba78b165d9,component,Channel Bracket
49711bd1-babb-4733-af07-2508951a2064,defect,Coating Failure
49711bd1-babb-4733-af07-2508951a2064,component,Channel Bracket
e103955f-6ebd-4f15-9098-dfed4f64d31b,defect,Coating Failure
e103955f-6ebd-4f15-9098-dfed4f64d31b,component,Channel Bracket
1f92197d-eb9e-42f7-9337-25c556921f76,defect,Coating Failure
1f92197d-eb9e-42f7-9337-25c556921f76,component,Channel Bracket
b5b8888d-48e9-4aea-a12d-581481743bf5,defect,Coating Failure
b5b8888d-48e9-4aea-a12d-581481743bf5,component,Channel Bracket
5ca3a49f-9407-432e-93e3-ccaa913f96c4,defect,Coating Failure
5ca3a49f-9407-432e-93e3-ccaa913f96c4,component,Channel Bracket
38258960-375e-4e16-a0c7-d24ced180ffc,component,Channel Bracket
d8e7ead3-9eef-47a2-bb14-44ebb19c54e3,component,Channel Bracket
f8fab306-d703-4e0b-bf40-ed88155bb797,defect,Corrosion-Heavy
f8fab306-d703-4e0b-bf40-ed88155bb797,component,Channel Bracket
c4398150-350e-44fa-942c-7fc43b6cddf4,defect,Corrosion-Heavy
c4398150-350e-44fa-942c-7fc43b6cddf4,component,Channel Bracket
accc3dee-8d1d-4cd8-81c8-392bb28dd1f4,component,Channel Bracket
d77c133a-53e2-4dd4-ba36-bee3907f5285,component,Channel Bracket
164c42db-4875-4db6-a9dc-9a4e9b84a96f,defect,Corrosion-Heavy
164c42db-4875-4db6-a9dc-9a4e9b84a96f,component,Channel Bracket
f5857d2a-ccc2-4df9-9260-0ce16a4875df,defect,Corrosion-Heavy
f5857d2a-ccc2-4df9-9260-0ce16a4875df,component,Channel Bracket
9ba48e91-858a-4bee-ab21-5dab1b0e6149,defect,Corrosion-Heavy
9ba48e91-858a-4bee-ab21-5dab1b0e6149,component,Channel Bracket
1c07a692-9c4b-49c0-80ba-ff29de247a06,component,Channel Bracket
a3028f2e-5e42-48a0-8503-4f7ac74c2a62,defect,Corrosion-Heavy
a3028f2e-5e42-48a0-8503-4f7ac74c2a62,component,Channel Bracket
3b170f8a-a795-4316-9e81-c503b74b5650,defect,Corrosion-Heavy
3b170f8a-a795-4316-9e81-c503b74b5650,component,Channel Bracket
1f38d2de-1889-4795-b70a-f7d807c9cb63,component,Channel Bracket
696a62de-0a3e-41d6-9a72-27b7fbb8ca58,component,Channel Bracket
5b795736-9d7c-4e73-ae7e-ff50285ac056,component,Channel Bracket
f0991b60-28d0-44c8-a8cf-ebfc8aadff57,component,Channel Bracket
8b7e7f1a-ac28-4dc6-b18f-ff58909787b8,component,Channel Bracket
82bad91c-9c10-4096-95d5-efc9f08804ae,component,Channel Bracket
0f5314af-72c2-42e7-ac24-4e022c617f16,component,Channel Bracket
3d9806ad-618e-48e2-bf68-f20946447927,component,Channel Bracket
bade3fef-bda3-4c02-9c2a-a0388d214c6b,component,Channel Bracket
d10ca0cd-e5ce-4a19-b870-b5ad07298e2a,defect,Corrosion-Heavy
d10ca0cd-e5ce-4a19-b870-b5ad07298e2a,component,Channel Bracket
f6dc1041-a3c5-4e69-b8a4-6810dc9e97ac,component,Channel Bracket
8f45766d-0592-4d04-99ce-0404f80a4c5d,defect,Corrosion-Heavy
8f45766d-0592-4d04-99ce-0404f80a4c5d,component,Channel Bracket
040e7774-b1bf-4096-9dd6-74eb507be4d5,component,Channel Bracket
e2da9de1-2a3d-4302-958c-33481faa741f,component,Channel Bracket
877e2837-ccc6-40c8-b826-03ad45dbdaea,component,Channel Bracket
5501adc0-86a7-4dde-94cf-de5fdf7ecbd3,component,Channel Bracket
9aecae11-91de-423d-8a19-0c3409c72509,component,Channel Bracket
bbe322f2-a5e5-48a1-83fd-a640d809c61c,component,Channel Bracket
8c8070d0-9ed4-4ca8-85f6-eab0953a11c8,component,Channel Bracket
714ff59f-789c-484a-8f17-a07f3b4f3e11,defect,Corrosion-Heavy
714ff59f-789c-484a-8f17-a07f3b4f3e11,component,Channel Bracket
276f3ca2-b707-4ac8-b25c-57c634740ade,defect,Corrosion-Heavy
276f3ca2-b707-4ac8-b25c-57c634740ade,component,Channel Bracket
9f072eec-bbfb-4edc-9a17-abfd71805efa,component,Channel Bracket
14711c59-de97-4b03-95e6-745c68752df2,component,Channel Bracket
edaf1aa8-7c72-4636-a99c-8b8ad1cd5496,component,Channel Bracket
699705d9-17b4-482c-b284-56029510c082,component,Channel Bracket
13cca6da-ca31-4509-ac38-d1ad1f6e297c,component,Channel Bracket
82d2d652-32e4-4d93-bb26-5b664827958b,component,Channel Bracket
ce50875e-2bd8-4bd3-b6c3-49cef7e6be1b,component,Channel Bracket
7a4310f8-ab09-4be0-a8a8-969a369eac31,component,Channel Bracket
666d451c-fb05-4204-aa70-e66de1ca9f04,component,Channel Bracket
4130c26a-5096-442c-b328-9586ab10e9ee,component,Channel Bracket
6c4b618c-5e61-4d98-9ff2-17db0e156a47,component,Channel Bracket
de746a5b-44bf-4a86-9983-0db113cafc69,component,Channel Bracket
ebe9bc72-3118-461d-8a98-9a7587236293,defect,Corrosion-Heavy
ebe9bc72-3118-461d-8a98-9a7587236293,component,Channel Bracket
2b4ebcd5-dc49-4e31-bc9b-81df3f7e523b,defect,Corrosion-Heavy
2b4ebcd5-dc49-4e31-bc9b-81df3f7e523b,component,Channel Bracket
227825db-0755-45cc-b01f-b2e983d4df47,defect,Corrosion-Heavy
227825db-0755-45cc-b01f-b2e983d4df47,component,Channel Bracket
8559e52e-0689-4b6b-b847-2f88bd75e8b7,defect,Corrosion-Heavy
8559e52e-0689-4b6b-b847-2f88bd75e8b7,component,Channel Bracket
2be78ddc-c48e-4b69-98d1-e1e2be196de6,component,Channel Bracket
208e637a-6b19-42bc-93a3-fcd2d3bac6cc,component,Channel Bracket
fc7ecf2d-279d-4284-bb44-e094abaf936f,component,Channel Bracket
c16c6718-21e8-4e70-94b8-bcf45264aa12,defect,Corrosion-Heavy
c16c6718-21e8-4e70-94b8-bcf45264aa12,component,Channel Bracket
2a42b45f-1da3-4b3c-82c4-8c3745788f27,defect,Corrosion-Heavy
2a42b45f-1da3-4b3c-82c4-8c3745788f27,component,Channel Bracket
0fc7cca5-7559-4f76-bdab-32b16ac8f99e,defect,Corrosion-Heavy
0fc7cca5-7559-4f76-bdab-32b16ac8f99e,component,Channel Bracket
bf7f3a66-11e8-49ed-8280-8658aa2c7987,component,Channel Bracket
17133cac-e5cd-492e-bc5d-d907cd9ed5f6,component,Channel Bracket
15834cc6-47af-4d5b-8796-ec10cb26b044,component,Channel Bracket
4e6e80cb-56e2-4e36-81dc-fdc00fbde3d0,component,Channel Bracket
2b5560b9-6386-40a5-9a20-b7c5bc8a8a30,component,Channel Bracket
4929202f-6dd4-478a-90a9-5963ee2c4fd5,component,Channel Bracket
f92073d2-34bd-40e4-ad35-6a98f1430c1f,component,Channel Bracket
fc324cb7-8ec3-48de-935d-086ee06c01f8,defect,Corrosion-Heavy
fc324cb7-8ec3-48de-935d-086ee06c01f8,component,Channel Bracket
b8745bb3-035b-429b-98c8-48d614e9247e,defect,Corrosion-Heavy
b8745bb3-035b-429b-98c8-48d614e9247e,component,Channel Bracket
8a9a777f-7511-498f-b645-f3b44586fcec,component,Channel Bracket
1ed8012d-a72b-454e-b8eb-d44e4917e06a,defect,Corrosion-Heavy
1ed8012d-a72b-454e-b8eb-d44e4917e06a,component,Channel Bracket
5ca8bb34-d645-499b-b62e-7fd9e9661844,component,Channel Bracket
6f0cf841-05a6-4294-abf5-ac5ff8d3e4a7,component,Channel Bracket
69284470-f43a-441e-b6f4-2ecb85caa178,component,Channel Bracket
d84d2584-a6ae-43fa-affe-cb927a02910f,component,Channel Bracket
d5405771-7463-4516-9474-c88eaa8fcff0,component,Channel Bracket
540743f7-4fcd-4ff4-a9a5-b982af7ea4bd,defect,Corrosion-Heavy
